关系类型	头实体	尾实体	头类型	尾类型	头原文	尾原文	文献编号	匹配类型	精简上下文	审核状态	修改建议	备注	_source
药物-治疗-疾病	心血管疾病	ICS联合LABA	Disease	Medication	缺血性心脏病	ICS+LABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	...应用指证，则获益多于潜在风LABA+LAMA包含 的复合制剂ICS ICS+LABA 险［］，同时亦应遵循慢阻肺的治疗常规。	待审核		方向规范化：尾实体是Disease，反转方向（原ICS联合LABA→心血管疾病）	cooccur
药物-治疗-疾病	心肌梗死	支气管舒张剂	Disease	Medication	心肌梗死	支气管舒张剂	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	...‐次数的预防措施疗，应按照缺血性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用...	待审核		方向规范化：尾实体是Disease，反转方向（原支气管舒张剂→心肌梗死）	cooccur
药物-治疗-疾病	心力衰竭	黏液溶解剂	Disease	Medication	心力衰竭	黏液溶解剂	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	"抑制剂 罗氟司特PDE‐β抗氧化剂和黏液溶解剂 乙酰半胱氨酸 心力衰竭：慢阻肺患者收缩性或舒张性心力N‐.
羧甲司坦衰竭的患病率为..."	待审核		方向规范化：尾实体是Disease，反转方向（原黏液溶解剂→心力衰竭）	cooccur
药物-治疗-疾病	心力衰竭	羧甲司坦	Disease	Medication	心力衰竭	羧甲司坦	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	"...制剂 罗氟司特PDE‐β抗氧化剂和黏液溶解剂 乙酰半胱氨酸 心力衰竭：慢阻肺患者收缩性或舒张性心力N‐.
羧甲司坦衰竭的患病率为 ，年发病率为厄多司坦%~%%~［ ］。"	待审核		方向规范化：尾实体是Disease，反转方向（原羧甲司坦→心力衰竭）	cooccur
诱发-急性加重	心力衰竭	抗感染	Disease	RiskFactor	心力衰竭	抗感染	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	心力衰竭加重需与慢阻肺急性加重进行鉴抗感染制剂 大环内酯类药物疫苗 流感疫苗、肺炎球菌疫苗 别，合并慢...	待审核		方向规范化：尾实体是Disease，反转方向（原抗感染→心力衰竭）	cooccur
诱发-急性加重	肺炎	抗感染	Disease	RiskFactor	肺炎	抗感染	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	cooccur	...社区 痰多质黏色黄，舌红苔黄的患者，在止咳化痰、平喘、获得性肺炎患者日，报告不良反应共例，包括恶心、 持续低流量吸氧、抗感染基础上推荐联合使用痰热清注上腹部不适、静脉炎，与对照组比较，...	待审核		方向规范化：尾实体是Disease，反转方向（原抗感染→肺炎）	cooccur
诱发-急性加重	肺癌	短效β2受体激动剂	Disease	Medication	肺癌	SABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	cooccur	...因可能诱发心房颤动，不利于控制心室 （ ）筛查可及时发现早期肺癌，可作为改善CT LDCT率［ ， ］。	待审核		方向规范化：尾实体是Disease，反转方向（原短效β2受体激动剂→肺癌）	cooccur
检查-辅助诊断-疾病	肺癌	肺功能	Disease	Examination	肺癌	肺功能	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...气流受限严重程度的合并症包括心血管疾病、代谢综合征、骨质疏松肺功能分级［症、抑郁和焦虑、肺癌、营养不良和骨骼肌功能障占预计值百分比（使用肺功能分级 气流...	待审核		方向规范化：尾实体是Disease，反转方向（原肺功能→肺癌）	cooccur
药物-治疗-疾病	肺癌	ACEI	Disease	Medication	肺癌	ACEI	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...询问 体格检查等症状或原有咳嗽性质发生改变的患者，应高度怀疑肺癌的可能，进一步进行影像学检查和支气管镜 相应检查 是否服用 是 停用ACEI ACEI检查。	待审核		方向规范化：尾实体是Disease，反转方向（原ACEI→肺癌）	cooccur
药物-治疗-疾病	支气管哮喘	线胸片	Disease	Medication	哮喘	线胸片	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...治疗指南（ 版）［］中，病史和家族史者应注意排除过敏性鼻炎和支气管除了 线胸片以外，肺通气功能 激发试验与诱导哮喘（哮喘）相关的咳嗽。	待审核		方向规范化：尾实体是Disease，反转方向（原线胸片→支气管哮喘）	cooccur
药物-治疗-疾病	阻塞性睡眠呼吸暂停	吸入性糖皮质激素	Disease	Medication	OSA	ICS	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	ICSOSA酸粒细胞比例与血嗜酸粒细胞比例并不平行，这一多数慢性咳嗽患者无异常体征。	待审核		方向规范化：尾实体是Disease，反转方向（原吸入性糖皮质激素→阻塞性睡眠呼吸暂停）	cooccur
诱发-急性加重	变应性鼻炎	血常规	Disease	Examination	变应性鼻炎	血常规	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	由变应性鼻炎引起的 、 、X UACS CVA AC外周血常规：白细胞计数和中性粒细胞分类 患者的阳性比例较高， 亦有一定...	待审核		方向规范化：尾实体是Disease，反转方向（原血常规→变应性鼻炎）	cooccur
诱发-急性加重	心肌梗死	呼吸道感染	Disease	RiskFactor	心肌梗死	呼吸道感染	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	急性咳嗽主要与上呼吸道感染有关，但亦有可 （二）急性气管 支气管炎能是少数严重疾病的征象之一，如急性心肌梗死、 急性气管 支气管炎是由生物性或非生物性因左心功能不全、肺...	待审核		方向规范化：尾实体是Disease，反转方向（原呼吸道感染→心肌梗死）	cooccur
诱发-急性加重	肺栓塞	呼吸道感染	Disease	RiskFactor	肺栓塞	呼吸道感染	42_慢性阻塞性肺疾病急性加重围出院期管理与随访指南（2024年版）-已解锁.txt	cooccur	...的诱发因素，并积极采取行动和措施避免：（）最常见的诱发因素是呼吸道感染（）其他诱发因素包括吸烟、空气污染、吸入过敏原、手术、应用镇静药物、擅自停用吸入药物等（）气胸、胸腔积液、充血性心力衰竭、心律不齐、肺栓塞等肺内外并发症或合并症也是加重呼吸道症状的常见原因知晓减少慢...	待审核		方向规范化：尾实体是Disease，反转方向（原呼吸道感染→肺栓塞）	cooccur
诱发-急性加重	支气管哮喘	口服抗菌药物	Disease	Medication	哮喘	口服抗菌药物	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	相关检查，治疗 感冒 急性支 其他 哮喘 慢性支 支气管 其他气管炎 气管炎 扩张 如有明确细菌感染征象，如咳脓性图急性咳嗽的诊断流程图 痰或外周血白细胞计数增高者，可· · 中华全科医师杂志 年 月第 卷第 期 ，ChinJGenPract March,Vol.,No.考虑给予口服抗菌药物。	待审核		方向规范化：尾实体是Disease，反转方向（原口服抗菌药物→支气管哮喘）	cooccur
诱发-急性加重	支气管哮喘	细菌感染	Disease	RiskFactor	哮喘	细菌感染	38_【主要参考】慢性阻塞性肺疾病急性加重诊治中国专家共识(2023年修订版)-已解锁.txt	cooccur	...性阻塞性肺疾病肺部疾病病史 如曾疑似哮喘见触发因素 下呼吸道细菌感染 空气污染和寒冷 ,, 、 评估全身性并发症 药物使用及依从性 如胸痛 下肢水肿 心悸、 , 、 、等因素是 的重要诱因 近年来 嗜酸粒 对支气管舒张剂的需求增加AECOPD 。	待审核		方向规范化：尾实体是Disease，反转方向（原细菌感染→支气管哮喘）	cooccur
诱发-急性加重	支气管炎	激动剂	Disease	Medication	支气管炎	激动剂	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...咳嗽，感染因素依旧存在，可能需要抗感染治疗，前，伴喘息的急性支气管炎成人患者，使用 受体 建议考虑此部分患者转诊至专科医院，明确其感染激动剂可能受益。	待审核		方向规范化：尾实体是Disease，反转方向（原激动剂→支气管炎）	cooccur
诱发-急性加重	支气管炎	抗感染	Disease	RiskFactor	支气管炎	抗感染	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	未得到病原菌阳性结果 性咳嗽，感染因素依旧存在，可能需要抗感染治疗，前，伴喘息的急性支气管炎成人患者，使用 受体 建议考虑此部分患者转诊至专科医院，明确...	待审核		方向规范化：尾实体是Disease，反转方向（原抗感染→支气管炎）	cooccur
药物-治疗-疾病	变应性鼻炎	激动剂	Disease	Medication	变应性鼻炎	激动剂	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	激动剂）的复方制剂，如布地奈德福莫特罗（//（）变应性鼻炎患者首选鼻腔吸入糖皮质激素 ，次 ；	待审核		方向规范化：尾实体是Disease，反转方向（原激动剂→变应性鼻炎）	cooccur
药物-治疗-疾病	变应性鼻炎	糖皮质激素	Disease	Medication	变应性鼻炎	糖皮质激素	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	激动剂）的复方制剂，如布地奈德福莫特罗（//（）变应性鼻炎患者首选鼻腔吸入糖皮质激素 ，次 ；	待审核		方向规范化：尾实体是Disease，反转方向（原糖皮质激素→变应性鼻炎）	cooccur
药物-治疗-疾病	鼻窦炎	吸入性糖皮质激素	Disease	Medication	鼻窦炎	ICS	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	少数 治疗效果欠佳者，/d CVA ICS（）慢性鼻窦炎： 使用白三烯受体拮抗剂治疗可能有效。	待审核		方向规范化：尾实体是Disease，反转方向（原吸入性糖皮质激素→鼻窦炎）	cooccur
诱发-急性加重	鼻窦炎	抗菌药物	Disease	Medication	鼻窦炎	抗菌药物	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	细菌性鼻窦炎多为混合感染，抗菌药物应覆 （）中医认为 多与风邪犯肺、肺气失宣有①CVA盖革兰阳...	待审核		方向规范化：尾实体是Disease，反转方向（原抗菌药物→鼻窦炎）	cooccur
诱发-急性加重	鼻窦炎	混合感染	Disease	RiskFactor	鼻窦炎	混合感染	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	细菌性鼻窦炎多为混合感染，抗菌药物应覆 （）中医认为 多与风邪犯肺、肺气失宣有①CV...	待审核		方向规范化：尾实体是Disease，反转方向（原混合感染→鼻窦炎）	cooccur
药物-治疗-疾病	支气管哮喘	减充血剂	Disease	Medication	哮喘	减充血剂	30_咳嗽的诊断与治疗指南（2021）.txt	cooccur	...无明显喘息、气促等症状，但存在气推荐首选口服第一代抗组胺药和减充血剂治 道高反应性。	待审核		方向规范化：尾实体是Disease，反转方向（原减充血剂→支气管哮喘）	cooccur
药物-治疗-疾病	支气管扩张	线胸片	Disease	Medication	支气管扩张	线胸片	30_咳嗽的诊断与治疗指南（2021）.txt	cooccur	...气 （）变应原皮试和血清 检查：用于检测患CTIgE管狭窄、支气管扩张等，对于一些少见的慢性咳嗽 者是否存在特应质和确定变应原类型，有助于变应病因，如支气管结石、复发性多软骨炎、支气管异 性疾病［如变应性鼻炎和变应性咳嗽（ ，atopiccough物、早期间质性肺疾病等， 线胸片不易发现此类 ）］的诊断。	待审核		方向规范化：尾实体是Disease，反转方向（原线胸片→支气管扩张）	cooccur
药物-治疗-疾病	结核中毒症状	糖皮质激素	Disease	Medication	结核中毒症状	糖皮质激素	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	热、盗汗、消瘦等结核中毒症状，部分患者咳嗽是其治疗：糖皮质激素或抗组胺药物治疗有效。	待审核		方向规范化：尾实体是Disease，反转方向（原糖皮质激素→结核中毒症状）	cooccur
药物-治疗-疾病	结核中毒症状	抗组胺药物	Disease	Medication	结核中毒症状	抗组胺药物	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	热、盗汗、消瘦等结核中毒症状，部分患者咳嗽是其治疗：糖皮质激素或抗组胺药物治疗有效。	待审核		方向规范化：尾实体是Disease，反转方向（原抗组胺药物→结核中毒症状）	cooccur
药物-治疗-疾病	慢性支气管炎	线胸片	Disease	Medication	慢性支气管炎	线胸片	30_咳嗽的诊断与治疗指南（2021）.txt	cooccur	...不良事件少，建议莫西 别是高分辨率 ）显示支气管病变征象较 线胸片CT X沙星作为慢性支气管炎急性发作时的主要治疗药 更为敏感，尤其能显示叶以下支气管的病...	待审核		方向规范化：尾实体是Disease，反转方向（原线胸片→慢性支气管炎）	cooccur
诱发-急性加重	阻塞性睡眠呼吸暂停	ACEI	Disease	Medication	阻塞性睡眠呼吸暂停	ACEI	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	引起咳嗽的独立危险因素包括：吸烟悬雍垂过长、阻塞性睡眠呼吸暂停% ACEI史、 引起咳嗽的既往史、东亚人（华人）等，与 气管疾病 气管...	待审核		方向规范化：尾实体是Disease，反转方向（原ACEI→阻塞性睡眠呼吸暂停）	cooccur
诱发-急性加重	阻塞性睡眠呼吸暂停	吸烟	Disease	RiskFactor	阻塞性睡眠呼吸暂停	吸烟	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	引起咳嗽的独立危险因素包括：吸烟悬雍垂过长、阻塞性睡眠呼吸暂停% ACEI史、 引起咳嗽的既往史、东亚人（华人）等，与 气...	待审核		方向规范化：尾实体是Disease，反转方向（原吸烟→阻塞性睡眠呼吸暂停）	cooccur
药物-治疗-疾病	肺癌	线胸片	Disease	Medication	肺癌	线胸片	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	肺癌咳嗽的治疗关键在于原发灶，放疗、化 否疗、射频消融术及手术切除肺部肿瘤能够缓解肺癌 明显病变 线胸片 咳嗽持续患者的咳嗽症状。	待审核		方向规范化：尾实体是Disease，反转方向（原线胸片→肺癌）	cooccur
